SKU,Product Title,Product Type,Vendor,Price,Discounted Price,Collection,Color,Tags,Size,Images,Description,Size & Fit,Made in,Composition,Tissue
11221034600 028,SILK MIDI DRESS,Abito corto m/l,MAX MARA,"1.300,00","383,61",Spring Summer 24 Collection,Viola,"Abito corto m/l,Viola,Spring Summer 24 Collection","40,42,44","http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11221034600028.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11221034600028_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11221034600028_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11221034600028_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11221034600028_4_p.jpg","Short, flared, sleeveless dress with a transparent effect, finished with an American neckline and a wide round neckline on the back, thin laces, metal ends and an invisible zip fastening on the back.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Silk 100%,SILK
TMCORE03 133,MRS ROSS LONG KAFTAN,Kaftano,TALLER MARMO,"1.100,00","486,89",New Fall Winter 24 collection,Nero,"Kaftano,Nero,New Fall Winter 24 collection",UNI,"http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmcore03133black.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmcore03133black_1_p.jpg","Black, high neck, button fastening at the back, teardrop opening at the back and fringe detail.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,Italy,"Acetate 78%, Viscose 22%",ACETATE
PU0053FA-A1X05E MARISANS86LC,MARISANS CREW NECK SWEATER,Maglia g.collo,MARANT ETOILE,295.00,113.65,Spring Summer 24 Collection,Lilla,"Maglia g.collo,Lilla,Spring Summer 24 Collection","38,40","http://specialshop.atelier98.net/public/foto/ss24---marant%20etoile---pu0053fa-a1x05emarisans86lc.jpg,http://specialshop.atelier98.net/public/foto/ss24---marant%20etoile---pu0053fa-a1x05emarisans86lc_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---marant%20etoile---pu0053fa-a1x05emarisans86lc_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---marant%20etoile---pu0053fa-a1x05emarisans86lc_3_p.jpg","Lilac, wool and cotton blend, inlaid logo, crew neck, dropped shoulder sleeves, ribbed cuffs and ribbed hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),China,"Cotton 70%, Wool 30%",COTTON WOOL
8082750 B8660,CHECK PATTERN SWIMSUIT,Slip mare,BURBERRY,260.00,102.30,Spring Summer 24 Collection,Verde,"Slip mare,Verde,Spring Summer 24 Collection","XS,S","http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8082750b8660.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8082750b8660_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8082750b8660_2_p.jpg","Dark green/white/chocolate brown, stretch jersey, checked pattern, fully lined, side tie fastening.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Portugal,"Outer: Polyamide 73%, Elastane 27% Lining: Polyamide 59%, Elastane 41%",NYLON
HR9170 BLACK,T-SHIRT WITH LOGO,T-shirt m/c,ADIDAS BY STELLA MCCARTNEY,90.00,36.89,Fall Winter 23 Collection,Nero,"T-shirt m/c,Nero,Fall Winter 23 Collection",XS,"http://specialshop.atelier98.net/public/foto/fw23---adidas%20by%20stella%20mccartney%20main---hr9170black.jpg,http://specialshop.atelier98.net/public/foto/fw23---adidas%20by%20stella%20mccartney%20main---hr9170black_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---adidas%20by%20stella%20mccartney%20main---hr9170black_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---adidas%20by%20stella%20mccartney%20main---hr9170black_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---adidas%20by%20stella%20mccartney%20main---hr9170black_4_p.jpg","Black, chest logo print, crew neck, short sleeves and straight hem. We've partnered with Good On You, an independent agency that rates brands on their impact on the planet, people and animals, with a multi-criteria rating simplified to a five-point scale. To earn the Conscious title, larger brands must earn a minimum of four out of five (""Good""), while smaller brands must earn a minimum of three out of five (""It's a start""). This item is from a brand rated four out of five (""Good"") by Good On You. Please note that this is a brand rating and does not guarantee that this product is made from responsibly sourced materials. For more information on what makes a product CONSCIOUS, please see the Conscious Criteria page.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Vietnam,"Polyester 40%, Organic Cotton 36%, Recycled Polyester 24%",POLYESTER
RUKWASNW 1213NUTMEG,UTILITY JACKET,Giacca,STUDIO NICHOLSON,590.00,183.77,Fall Winter 23 Collection,Beige,"Giacca,Beige,Fall Winter 23 Collection",0,"http://specialshop.atelier98.net/public/foto/fw23---studio%20nicholson%20pre---rukwasnw1213nutmeg.jpg,http://specialshop.atelier98.net/public/foto/fw23---studio%20nicholson%20pre---rukwasnw1213nutmeg_1_p.jpg","Beige jacket, front fastening with hidden buttons, two pockets.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Italy,outer: polyester 64% viscose 34% elastane 2% lining: viscose 51% cotton 49%,POLYESTER
11191014600 012,SILK JACKET,Giacca,MAX MARA,800.00,308.20,Spring Summer 24 Collection,Bronzo,"Giacca,Bronzo,Spring Summer 24 Collection","40,42","http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11191014600012.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11191014600012_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11191014600012_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11191014600012_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11191014600012_4_p.jpg","Blush beige shirt, silk, satin fabric, lapel collar, long sleeves, contrasting hem, side embroidered logo, two side patch pockets, side vents, straight hem, hidden front button placket.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Silk 100%,SILK
TMPF2420 133,ASYMMETRIC METAURO KAFTAN,Kaftano,TALLER MARMO,700.00,309.84,New Fall Winter 24 collection,Nero,"Kaftano,Nero,New Fall Winter 24 collection",UNI,"http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2420133.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2420133_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2420133_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2420133_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2420133_4_p.jpg","Black, crepe effect texture, asymmetrical design, draped design, halter neck, keyhole back closure, off the shoulder design, single long sleeve and asymmetrical hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,Italy,Acetate 78% Viscose 22%,ACETATE
8079415 A1189,KENSINGTON COTTON TRENCH COAT,Trench,BURBERRY,"2.150,00","1.004,51",Spring Summer 24 Collection,Nero,"Trench,Nero,Spring Summer 24 Collection","4,6","http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8079415a1189.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8079415a1189_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8079415a1189_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8079415a1189_3_p.jpg","Part of Burberry's Heritage collection, the Chelsea Trench Coat is crafted from water-resistant cotton gabardine and features a double-breasted silhouette. It is rendered in black and finished with the signature Vintage Check lining.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 8 (UK),United Kingdom,"Lining: Cotton 100%, Viscose 100% Outer: Cotton 100%",COTTON
8H00009 899RH51D,NYLON SUIT PANTS,Pantalone,MONCLER GRENOBLE,520.00,187.54,Fall Winter 23 Collection,Rosa,"Pantalone,Rosa,Fall Winter 23 Collection","XS,M","http://specialshop.atelier98.net/public/foto/fw23---moncler%20grenoble---8h00009899rh51d.jpg,http://specialshop.atelier98.net/public/foto/fw23---moncler%20grenoble---8h00009899rh51d_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---moncler%20grenoble---8h00009899rh51d_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---moncler%20grenoble---8h00009899rh51d_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---moncler%20grenoble---8h00009899rh51d_4_p.jpg","Light pink, cream white, dark green, cotton, side striped detail, straight fit, elasticated drawstring waist and two side zip pockets.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Turkey,Polyamide 100%,NYLON
93660139600 GIORI001,CREW NECK CASHMERE SWEATER,Maglia g.collo,'S MAX MARA,295.00,96.72,Fall Winter 23 Collection,Giallo,"Maglia g.collo,Giallo,Fall Winter 23 Collection","S,M","http://specialshop.atelier98.net/public/foto/fw23---max%20mara%20s%20pre---93660139600giori001.jpg,http://specialshop.atelier98.net/public/foto/fw23---max%20mara%20s%20pre---93660139600giori001_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---max%20mara%20s%20pre---93660139600giori001_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---max%20mara%20s%20pre---93660139600giori001_3_p.jpg",Long-sleeved crew neck sweater with embroidered logo under the neck at the center back.,This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Cashmere 97% Wool 3%,CASHMERE
11131034600 012,WIDE SILK TROUSERS,Pantalone,MAX MARA,800.00,236.07,Spring Summer 24 Collection,Bronzo,"Pantalone,Bronzo,Spring Summer 24 Collection","38,42","http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11131034600012.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11131034600012_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11131034600012_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11131034600012_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11131034600012_4_p.jpg","Light brown silk satin finish, two side inset pockets, pleat detail on the front, side slits, wide leg, front fastening with button, hidden hook and zip.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Silk 100%,SILK
TMPF2420 101,ASYMMETRIC METAURO KAFTAN,Kaftano,TALLER MARMO,700.00,309.84,New Fall Winter 24 collection,Avorio,"Kaftano,Avorio,New Fall Winter 24 collection",UNI,"http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2420101.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2420101_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2420101_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2420101_3_p.jpg","Ivory white tone, crepe effect texture, asymmetrical design, draped design, halter neck, keyhole back closure, off the shoulder design, single long sleeve and asymmetrical hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,Italy,Acetate 78% Viscose 22%,ACETATE
8083207 B8620,COTTON JACKET,Giacca,BURBERRY,"2.250,00","1.051,23",Spring Summer 24 Collection,Bianco,"Giacca,Bianco,Spring Summer 24 Collection","6,8","http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8083207b8620.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8083207b8620_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8083207b8620_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8083207b8620_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8083207b8620_4_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8083207b8620_5_p.jpg","White, cotton, notched lapels, double-breasted button fastening, long raglan sleeves, belted cuffs, two side flap pockets, straight hem",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 8 (UK),Albania,"Outer: Cotton 100% Lining: Cotton 100%, Viscose 100%",COTTON
FKS127 005055,AMI DE COUER CARIGAN IN CASHMERE,Maglia g.collo,AMI PARIS,430.00,158.61,Fall Winter 23 Collection,Grigio,"Maglia g.collo,Grigio,Fall Winter 23 Collection",THE,"http://specialshop.atelier98.net/public/foto/fw23---ami%20paris---fks127005055.jpg,http://specialshop.atelier98.net/public/foto/fw23---ami%20paris---fks127005055_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---ami%20paris---fks127005055_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---ami%20paris---fks127005055_3_p.jpg","Grey sweater, virgin wool and cashmere blend, distinctive Ami de Coeur monogram motif, crew neck, long sleeves and ribbed hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Cashmere 97% Wool 3%,CASHMERE
KK223YPL285 993,ONE SHOULDER TOP,Top,NORMA KAMALI,215.00,66.97,Fall Winter 23 Collection,Crema,"Top,Crema,Fall Winter 23 Collection",M,"http://specialshop.atelier98.net/public/foto/fw23---norma%20kamali%20pre---kk223ypl285993.jpg,http://specialshop.atelier98.net/public/foto/fw23---norma%20kamali%20pre---kk223ypl285993_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---norma%20kamali%20pre---kk223ypl285993_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---norma%20kamali%20pre---kk223ypl285993_3_p.jpg","Light beige, draped design, one shoulder, sleeveless, asymmetric hem, cropped.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,China,Polyester 95% Elastane 5%,POLYESTER
11221074600 012,LONG SILK DRESS,Abito lungo s/m,MAX MARA,"1.100,00","324,59",Spring Summer 24 Collection,Bronzo,"Abito lungo s/m,Bronzo,Spring Summer 24 Collection",38,"http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11221074600012.jpg,http://specialshop.atelier98.net/public/foto/ss24---max%20mara%20pianoforte---11221074600012_1_p.jpg","Long one-shoulder dress, fringed shoulder strap, fake drawstring detail with thin lace and metal ends, unlined, and with deep side slit.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Silk 100%,SILK
TMPF2419 255,TREBBIA KAFTAN,Kaftano,TALLER MARMO,700.00,309.84,New Fall Winter 24 collection,Arancio,"Kaftano,Arancio,New Fall Winter 24 collection",UNI,"http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2419255.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2419255_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2419255_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2419255_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---taller%20marmo%20pre---tmpf2419255_4_p.jpg","Mandarin orange, crepe-effect texture, caftan silhouette, off-the-shoulder design, drawstring, above-the-knee length with train.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,Italy,Acetate 100%,ACETATE
8082603 B8686,SINGLE BREASTED WOOL BLAZER,Giacca,BURBERRY,"2.590,00","934,10",Spring Summer 24 Collection,Beige,"Giacca,Beige,Spring Summer 24 Collection","4,6","http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8082603b8686.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8082603b8686_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8082603b8686_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---burberry%20pre---8082603b8686_3_p.jpg","Light olive green, wool, tartan check, tailored fit, peak lapels, button front fastening, long sleeves, straight hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 8 (UK),Italy,"Outer: Buffalo Horn 100%, Wool 100% Lining: Viscose 100%",WOOL
FKS127 005430,AMI DE COUER CARIGAN IN CASHMERE,Maglia g.collo,AMI PARIS,430.00,204.43,Fall Winter 23 Collection,Blu,"Maglia g.collo,Blu,Fall Winter 23 Collection",THE,"http://specialshop.atelier98.net/public/foto/fw23---ami%20paris---fks127005430.jpg,http://specialshop.atelier98.net/public/foto/fw23---ami%20paris---fks127005430_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---ami%20paris---fks127005430_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---ami%20paris---fks127005430_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---ami%20paris---fks127005430_4_p.jpg","Blue sweater, knitted, ribbed edge, embroidered logo on the front, crew neck, long sleeves and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Cashmere 97% Wool 3%,CASHMERE
